 idConsulta,Consulta,10_preguntas_similares,5_preguntas_similares,3_preguntas_similares
214,Qué responsabilidad tiene el estado nacional?,"Qué responsabilidad tiene el estado nacional?
¿Qué deber tiene el gobierno nacional?
¿Cuál es la obligación del estado nacional?
¿Qué funciones tiene el poder estatal?
¿En qué consiste la responsabilidad del gobierno nacional?
¿Qué tarea le corresponde al gobierno central?
¿Cuál es el rol del estado nacional?
¿Qué compromisos tiene el poder nacional?
¿De qué se encarga el gobierno nacional?","Qué responsabilidad tiene el estado nacional?
¿Cuál es la obligación del estado nacional?
¿Qué funciones tiene el poder estatal?
¿Qué compromisos tiene el poder nacional?
¿De qué se encarga el gobierno nacional?","Qué responsabilidad tiene el estado nacional?
¿Cuál es la obligación del estado nacional?
¿De qué se encarga el gobierno nacional?"
215,Que funciones tiene el consejo de carreras?,"Que funciones tiene el consejo de carreras?
¿Cuáles son las responsabilidades del consejo de carreras?
¿Qué tareas realiza el comité de carreras?
¿Qué funciones desempeña el consejo académico de carreras?
¿Cuál es el papel del consejo de carreras?
¿Qué hace el consejo de carreras?
¿Qué funciones cumple el consejo de carreras?
¿Qué tiene que hacer el consejo de carreras?
¿Qué se encarga de hacer el consejo de carreras?
¿Qué rol cumple el consejo de carreras?","Que funciones tiene el consejo de carreras?
¿Cuáles son las responsabilidades del consejo de carreras?
¿Qué tareas realiza el comité de carreras?
¿Qué tiene que hacer el consejo de carreras?
¿Qué se encarga de hacer el consejo de carreras?","Que funciones tiene el consejo de carreras?
¿Qué tareas realiza el comité de carreras?
¿Qué se encarga de hacer el consejo de carreras?"
216,Qué pasa en caso de empate?,"Qué pasa en caso de empate?  
¿Qué ocurre si hay un empate?  
¿Qué sucede en caso de igualdad?  
¿Qué pasa si los resultados están empatados?  
¿Cómo se resuelve un empate?  
¿Qué se hace si se produce un empate?  
¿Qué ocurre en caso de que haya un empate?  
¿Qué sucede si se da una igualdad?  
¿Cómo se procede en caso de empate?  
¿Qué se decide si hay un empate?","Qué pasa en caso de empate?  
¿Qué ocurre si hay un empate?
¿Qué se hace si se produce un empate?  
¿Qué ocurre en caso de que haya un empate? 
¿Cómo se procede en caso de empate?","Qué pasa en caso de empate?  
¿Qué ocurre si hay un empate?
¿Qué se hace si se produce un empate?"
217,Cuando se realiza el escrutinio?,"Cuando se realiza el escrutinio?
¿Cuándo se lleva a cabo el escrutinio?
¿Cuándo tiene lugar el conteo de votos?
¿Cuándo se efectúa el escrutinio?
¿Cuándo se realiza el conteo de votos?
¿Cuándo se hace el escrutinio?
¿Cuándo cuentan los votos?
¿Cuándo se hace el conteo de votos?
¿Cuándo se cuenta la votación?
¿Cuándo se lleva a cabo el conteo de votos?","Cuando se realiza el escrutinio?
¿Cuándo se lleva a cabo el escrutinio?
¿Cuándo se realiza el conteo de votos?
¿Cuándo cuentan los votos?
¿Cuándo se lleva a cabo el conteo de votos?","Cuando se realiza el escrutinio?
¿Cuándo se lleva a cabo el escrutinio?
¿Cuándo se realiza el conteo de votos?"
218,Qué debe hacerse para ser oficializada una postulación?,"Qué debe hacerse para ser oficializada una postulación?
¿Cómo se procede para que una postulación sea formalmente aceptada?
¿Cuáles son los pasos para que una postulación sea reconocida oficialmente?
¿Qué requisitos deben cumplirse para que una postulación sea oficial?
¿Cómo se oficializa una postulación?
¿Qué hay que hacer para que te tomen en cuenta la postulación?
¿Qué se necesita para que validen una postulación?
¿De qué forma se hace oficial una postulación?
¿Qué hay que cumplir para que reconozcan una postulación?
¿Cómo lograr que acepten oficialmente una postulación?","Qué debe hacerse para ser oficializada una postulación?
¿Cuáles son los pasos para que una postulación sea reconocida oficialmente?
¿Qué requisitos deben cumplirse para que una postulación sea oficial?
¿Cómo se oficializa una postulación?
¿De qué forma se hace oficial una postulación?","Qué debe hacerse para ser oficializada una postulación?
¿Cómo se oficializa una postulación?
¿De qué forma se hace oficial una postulación?"
219,Como es la emisión de voto?,"Como es la emisión de voto?  
¿Cuál es el procedimiento para emitir un voto?  
¿Cómo se realiza la votación?  
¿Qué pasos se siguen para emitir el voto?  
¿Cómo se lleva a cabo la emisión de votos?  
¿Cómo es el proceso de votar?  
¿Cómo hay que hacer para votar?  
¿Cómo se realiza la emisión de votos?  
¿Cómo se emite un voto?  
¿Qué tenés que hacer para votar?","Como es la emisión de voto?  
¿Cuál es el procedimiento para emitir un voto? 
¿Cómo se lleva a cabo la emisión de votos? 
¿Cómo se emite un voto?  
¿Qué tenés que hacer para votar?","Como es la emisión de voto?  
¿Cuál es el procedimiento para emitir un voto? 
¿Cómo se lleva a cabo la emisión de votos? 
¿Cómo se emite un voto?  
¿Qué tenés que hacer para votar?"
220,Como se constituye la junta electoral?,"Como se constituye la junta electoral?  
¿Cuál es la composición de la junta electoral?  
¿Cómo se conforma la junta electoral?  
¿Quiénes integran la junta electoral?  
¿Quiénes son los miembros de la junta electoral?  
¿Cómo se arma la junta electoral?  
¿Cómo se forma la junta electoral?  
¿Quiénes forman parte de la junta electoral?  
¿Cómo está compuesta la junta electoral?  
¿Quiénes componen la junta electoral?","Como se constituye la junta electoral?  
¿Cómo se conforma la junta electoral?  
¿Quiénes integran la junta electoral? 
¿Cómo se arma la junta electoral?
¿Quiénes forman parte de la junta electoral?","Como se constituye la junta electoral?  
¿Cómo se conforma la junta electoral?  
¿Quiénes integran la junta electoral?"
221,Como es la elección de responsables?,"Como es la elección de responsables?
¿Cómo se realiza la designación de encargados?
¿De qué manera se eligen los responsables?
¿Cuál es el proceso para seleccionar los responsables?
¿Cómo se lleva a cabo la asignación de responsables?
¿Cuál es el procedimiento para designar a los encargados?
¿Cómo se eligen a los responsables?
¿De qué forma se seleccionan a los encargados?
¿Cómo se hace la elección de responsables?
¿Cómo se lleva adelante la designación de responsables?","Como es la elección de responsables?
¿Cómo se realiza la designación de encargados?
¿Cuál es el proceso para seleccionar los responsables?
¿Cómo se eligen a los responsables?
¿Cómo se hace la elección de responsables?","Como es la elección de responsables?
¿Cómo se realiza la designación de encargados?
¿Cómo se eligen a los responsables?"
222,Cuales son las funciones del responsable?,"Cuales son las funciones del responsable?
¿Cuáles son las responsabilidades del encargado?
¿Qué tareas debe cumplir el responsable?
¿Cuáles son los deberes del responsable?
¿Qué funciones tiene el encargado?
¿Cuáles son las funciones del encargado?
¿Qué debe hacer el responsable?
¿Qué tareas tiene el responsable?
¿Qué hace el encargado?","Cuales son las funciones del responsable?
¿Cuáles son las responsabilidades del encargado?
¿Qué tareas debe cumplir el responsable?
¿Qué funciones tiene el encargado?
¿Qué hace el encargado?","Cuales son las funciones del responsable?
¿Cuáles son las responsabilidades del encargado?
¿Qué tareas debe cumplir el responsable?"
223,Como es la actividad del responsable suplente?,"Como es la actividad del responsable suplente?
¿Cuál es la función del sustituto?
¿Qué tareas realiza el encargado suplente?
¿Cuáles son las responsabilidades del suplente?
¿Qué acciones debe llevar a cabo el responsable suplente?
¿Cómo se desempeña el suplente?
¿Qué tiene que hacer el suplente?
¿Cómo se organiza el trabajo del responsable suplente?
¿Qué debe cumplir el suplente?
¿Cuál es el papel del suplente?","Como es la actividad del responsable suplente?
¿Cuál es la función del sustituto?
¿Qué acciones debe llevar a cabo el responsable suplente?
¿Cómo se desempeña el suplente?
¿Qué tiene que hacer el suplente?","Como es la actividad del responsable suplente?
¿Qué acciones debe llevar a cabo el responsable suplente?
¿Qué tiene que hacer el suplente?"
224,Cuanto tiempo duran los responsables en sus funciones?,"Cuanto tiempo duran los responsables en sus funciones?
¿Cuál es la duración de los encargados en sus funciones?
¿Cuál es el periodo de tiempo que los responsables duran en sus funciones?
¿Cuánto tiempo se mantiene un responsable en su cargo?
¿Durante cuánto tiempo los responsables desempeñan sus funciones?
¿Cuánto tiempo les toca estar en el puesto a los responsables?
¿Cuánto tiempo permanecen los responsables en sus funciones?
¿Hasta cuándo siguen los responsables en sus funciones?
¿Hasta cuándo siguen en su posición los responsables?
¿Cuánto tiempo permanecen los responsables en su cargo?","Cuanto tiempo duran los responsables en sus funciones?
¿Cuánto tiempo se mantiene un responsable en su cargo?
¿Durante cuánto tiempo los responsables desempeñan sus funciones?
¿Cuánto tiempo les toca estar en el puesto a los responsables?
¿Cuánto tiempo permanecen los responsables en sus funciones?","Cuanto tiempo duran los responsables en sus funciones?
¿Cuánto tiempo se mantiene un responsable en su cargo?
¿Durante cuánto tiempo los responsables desempeñan sus funciones?"
225,Que se requiere para ser electo como responsable?,"Que se requiere para ser electo como responsable?  
¿Cuáles son los requisitos para ser designado como responsable?  
¿Qué condiciones deben cumplirse para ser nombrado como responsable?  
¿Qué se necesita para ser seleccionado como responsable?  
¿Qué criterios se deben cumplir para ser elegido como encargado?  
¿Cuáles son las exigencias para ser elegido como responsable?  
¿Qué se pide para ser designado como responsable?  
¿Qué hace falta para que te elijan como responsable?  
¿Que tenés que cumplir para ser nombrado como encargado?  
¿Que precisás para ser seleccionado como responsable?","Que se requiere para ser electo como responsable?
¿Qué se necesita para ser seleccionado como responsable?
¿Cuáles son las exigencias para ser elegido como responsable? 
¿Que tenés que cumplir para ser nombrado como encargado?  
¿Que precisás para ser seleccionado como responsable?","Que se requiere para ser electo como responsable?
¿Cuáles son las exigencias para ser elegido como responsable? 
¿Que tenés que cumplir para ser nombrado como encargado?"
226,Cuantos responsables hay por cada carrera?,"Cuantos responsables hay por cada carrera?  
¿Cuántos coordinadores existen por cada carrera?  
¿Cuál es la cantidad de responsables asignados a cada carrera?  
¿Cuántos responsables tiene cada carrera?  
¿Cuántos administradores están designados por cada carrera?  
¿Cuántos responsables están a cargo de cada carrera?  
¿Cuántos coordinadores se asignan por carrera?
¿Cuántos docentes están al frente de cada carrera?
¿Cuántos responsables supervisan cada plan de estudios?
¿Cuántos encargados son responsables de cada carrera?","Cuantos responsables hay por cada carrera?  
¿Cuántos coordinadores existen por cada carrera?  
¿Cuál es la cantidad de responsables asignados a cada carrera?  
¿Cuántos responsables están a cargo de cada carrera?  
¿Cuántos coordinadores se asignan por carrera?","Cuantos responsables hay por cada carrera? 
¿Cuál es la cantidad de responsables asignados a cada carrera?  
¿Cuántos responsables están a cargo de cada carrera?"
227,Con cuanta antelación se presenta la tesis?,"Con cuanta antelación se presenta la tesis?
¿Cuánto tiempo antes se debe entregar la tesis?
¿Qué plazo previo se requiere para presentar la tesis?
¿Con cuánta antelación es necesario presentar la tesis?
¿Cuántos días antes se presenta la tesis?
¿Cuánto tiempo de anticipación se necesita para la presentación de la tesis?
¿Con cuánto tiempo antes hay que presentar la tesis?
¿Con qué antelación se debe presentar la tesis?
¿En cuánto tiempo previo se tiene que entregar la tesis?
¿Cuánto tiempo antes hay que presentar la tesis?","Con cuanta antelación se presenta la tesis?
¿Qué plazo previo se requiere para presentar la tesis?
¿Con cuánta antelación es necesario presentar la tesis?
¿Cuánto tiempo de anticipación se necesita para la presentación de la tesis?
¿Con cuánto tiempo antes hay que presentar la tesis?","Con cuanta antelación se presenta la tesis?
¿Con cuánta antelación es necesario presentar la tesis?
¿Cuánto tiempo de anticipación se necesita para la presentación de la tesis?"
228,Qué normas se deben tener en cuenta para la presentación de tesis?,"Qué normas se deben tener en cuenta para la presentación de tesis?
¿Qué normas se deben considerar para la entrega de tesis?
¿Qué requisitos se deben cumplir para la presentación de una tesis?
¿Qué directrices deben seguirse para la presentación de tesis?
¿Qué pautas son necesarias para la presentación de una tesis?
¿Qué reglas hay que seguir para presentar una tesis?
¿Qué tenes que saber para presentar tu tesis?
¿Qué cosas debes tener en cuenta para entregar tu tesis?
¿Cómo debes hacer para presentar tu tesis correctamente?","Qué normas se deben tener en cuenta para la presentación de tesis?
¿Qué normas se deben considerar para la entrega de tesis?
¿Qué requisitos se deben cumplir para la presentación de una tesis?
¿Qué reglas hay que seguir para presentar una tesis?
¿Qué cosas debes tener en cuenta para entregar tu tesis?","Qué normas se deben tener en cuenta para la presentación de tesis?
¿Qué requisitos se deben cumplir para la presentación de una tesis?
¿Qué cosas debes tener en cuenta para entregar tu tesis?"
229,Que funciones tiene la secretaría académica?,"Que funciones tiene la secretaría académica?
¿Cuáles son las responsabilidades de la secretaría académica?
¿Qué tareas realiza la secretaría académica?
¿En qué consiste el rol de la secretaría de académica?
¿Qué actividades lleva a cabo la secretaría académica?
¿Qué hace la secretaría de académica?
¿Qué labores cumple la secretaría académica?
¿De qué se encarga la secretaría académica?
¿Cuál es el trabajo de la secretaría académica?","Que funciones tiene la secretaría académica?
¿Cuáles son las responsabilidades de la secretaría académica?
¿Qué tareas realiza la secretaría académica?
¿Qué hace la secretaría de académica?
¿De qué se encarga la secretaría académica?","Que funciones tiene la secretaría académica?
¿Qué tareas realiza la secretaría académica?
¿Qué hace la secretaría de académica?"
230,Quienes pueden fungir como asesores de tesis?,"Quienes pueden fungir como asesores de tesis?
¿Quiénes están autorizados para actuar como asesores de tesis?
¿Quiénes tienen la posibilidad de desempeñarse como asesores de tesis?
¿Qué personas pueden asumir el rol de supervisores de tesis?
¿Quiénes están habilitados para servir como guías de tesis?
¿Quiénes pueden ser los asesores de tesis?
¿Quiénes pueden ser los responsables de asesorar la tesis?
¿Quiénes pueden encargarse de supervisar una tesis?
¿Quiénes tienen la capacidad de asesorar las tesis?","Quienes pueden fungir como asesores de tesis?
¿Quiénes están autorizados para actuar como asesores de tesis?
¿Qué personas pueden asumir el rol de supervisores de tesis?
¿Quiénes pueden ser los asesores de tesis?
¿Quiénes pueden encargarse de supervisar una tesis?","Quienes pueden fungir como asesores de tesis?
¿Quiénes están autorizados para actuar como asesores de tesis?
¿Quiénes pueden ser los asesores de tesis?"
231,Qué tiene como responsabilidad el director de tesis?,"Qué tiene como responsabilidad el director de tesis?
¿Cuáles son las obligaciones del director de tesis?
¿Qué funciones debe cumplir el director del proyecto final?
¿Qué deberes tiene el coordinador de tesis?
¿Cuáles son las tareas asignadas al director de tesis?
¿Qué es lo que debe hacer el profesor encargado de dirigir la tesis?
¿A qué se dedica el director de tesis?
¿Qué cosas tiene que manejar el director del proyecto final?
¿Cuál es el rol del director de tesis?
¿Qué tiene que hacer el profesor que dirige tu tesis?","Qué tiene como responsabilidad el director de tesis?
¿Cuáles son las obligaciones del director de tesis?
¿Qué funciones debe cumplir el director del proyecto final?
¿Qué es lo que debe hacer el profesor encargado de dirigir la tesis?
¿Cuál es el rol del director de tesis?","Qué tiene como responsabilidad el director de tesis?
¿Qué funciones debe cumplir el director del proyecto final?
¿Cuál es el rol del director de tesis?"
232,Cuales son las funciones del director de tesis?,"Cuales son las funciones del director de tesis?
¿Cuáles son las responsabilidades del encargado de tesis?
¿Qué tareas realiza el director del proyecto final?
¿Cuáles son las atribuciones del director de tesis?
¿Qué roles cumple el director de tesis?
¿Qué hace el profesor que dirige la tesis?
¿Cuál es la función que desempeña el director de tesis?
¿Qué debe hacer el docente que dirige la tesis?
¿Qué funciones tiene el profesor encargado de dirigir el proyecto final?","Cuales son las funciones del director de tesis?
¿Cuáles son las responsabilidades del encargado de tesis?
¿Qué tareas realiza el director del proyecto final?
¿Qué hace el profesor que dirige la tesis?
¿Qué funciones tiene el profesor encargado de dirigir el proyecto final?","Cuales son las funciones del director de tesis?
¿Qué tareas realiza el director del proyecto final?
¿Qué hace el profesor que dirige la tesis?"
233,Que pasa cuando el alumno decide cambiar de tema?,"Que pasa cuando el alumno decide cambiar de tema?
¿Qué sucede cuando el estudiante opta por modificar el tema?
¿Cuáles son las consecuencias de que el alumno elija cambiar el tema?
¿Qué procedimiento sigue un estudiante al decidir cambiar de enfoque?
¿En qué consiste el proceso cuando un alumno cambia de tema?
¿Qué pasa si decides cambiar de tema?
¿Qué ocurre si el alumno se decide por otro tema?
¿Cuál es el protocolo a seguir si un estudiante cambia de tema?
¿Qué sucede si un alumno opta por otro enfoque?
¿Cómo se maneja el cambio de tema?","Que pasa cuando el alumno decide cambiar de tema?
¿Qué sucede cuando el estudiante opta por modificar el tema?
¿Qué pasa si decides cambiar de tema?
¿Cuál es el protocolo a seguir si un estudiante cambia de tema?
¿Cómo se maneja el cambio de tema?","Que pasa cuando el alumno decide cambiar de tema?
¿Qué sucede cuando el estudiante opta por modificar el tema?
¿Qué pasa si decides cambiar de tema?"
234,Qué produce un estudiante que elabora una tesis en la universidad Autónoma de Entre Ríos?,"Qué produce un estudiante que elabora una tesis en la universidad Autónoma de Entre Ríos?
¿Qué resulta para un alumno que redacta un trabajo final en la Universidad Autónoma de Entre Ríos?
¿Qué documento genera un estudiante que presenta una tesis en la universidad Autónoma de Entre Ríos?
¿Qué consigue un estudiante que desarrolla un proyecto final en la Universidad Autónoma de Entre Ríos?
¿Qué consecuencia tiene para un estudiante la realización de una tesis en la Universidad Autónoma de Entre Ríos?
¿Qué obtiene un estudiante al completar una tesis en la Universidad Autónoma de Entre Ríos?
¿Qué produce un alumno que prepara una tesis en la Universidad Autónoma de Entre Ríos?
¿Qué crea un estudiante que hace un proyecto final en la Universidad Autónoma de Entre Ríos?
¿Qué se obtiene cuando un estudiante escribe una tesis en la Universidad Autónoma de Entre Ríos?","Qué produce un estudiante que elabora una tesis en la universidad Autónoma de Entre Ríos?
¿Qué consigue un estudiante que desarrolla un proyecto final en la Universidad Autónoma de Entre Ríos?
¿Qué consecuencia tiene para un estudiante la realización de una tesis en la Universidad Autónoma de Entre Ríos?
¿Qué produce un alumno que prepara una tesis en la Universidad Autónoma de Entre Ríos?
¿Qué crea un estudiante que hace un proyecto final en la Universidad Autónoma de Entre Ríos?","Qué produce un estudiante que elabora una tesis en la universidad Autónoma de Entre Ríos?
¿Qué consecuencia tiene para un estudiante la realización de una tesis en la Universidad Autónoma de Entre Ríos?
¿Qué produce un alumno que prepara una tesis en la Universidad Autónoma de Entre Ríos?"
235,Qué se observa para la aprobación de la propuesta de tesis?,"Qué se observa para la aprobación de la propuesta de tesis?
¿Cuáles son los requisitos para la validación de la propuesta del proyecto final?
¿Qué criterios se deben cumplir para la aceptación de la propuesta de tesis?
¿Cuáles son las condiciones necesarias para la ratificación de la propuesta de tesis?
¿Qué aspectos se evalúan para la aprobación de la propuesta del proyecto de tesis?
¿Qué requisitos hay que cumplir para que acepten tu propuesta de tesis?
¿Cómo tenes que preparar tu propuesta de tesis para que la aprueben?
¿Qué necesitas para que tu propuesta de proyecto final sea aceptada?
¿Qué detalles revisan para que tu propuesta de tesis sea aprobada?","Qué se observa para la aprobación de la propuesta de tesis?
¿Cuáles son los requisitos para la validación de la propuesta del proyecto final?
¿Qué aspectos se evalúan para la aprobación de la propuesta del proyecto de tesis?
¿Qué requisitos hay que cumplir para que acepten tu propuesta de tesis?
¿Qué detalles revisan para que tu propuesta de tesis sea aprobada?","Qué se observa para la aprobación de la propuesta de tesis?
¿Qué aspectos se evalúan para la aprobación de la propuesta del proyecto de tesis?
¿Qué detalles revisan para que tu propuesta de tesis sea aprobada?"
236,Quien establece el número máximo de integrantes para la presentación de la tesis?,"Quien establece el número máximo de integrantes para la presentación de la tesis?  
Quién determina la cantidad límite de personas para la defensa de la tesis?  
Quién fija el tope de miembros en la presentación de la tesis?  
Qué autoridad decide cuántos pueden integrar un grupo para la presentación de la tesis?  
Quién dispone la cantidad máxima de integrantes para la entrega de la tesis?  
Quién estipula cuántos alumnos pueden presentar juntos una tesis?  
Quién define el número máximo de participantes para la presentación de la tesis?  
Quién decide la cantidad máxima de estudiantes en la defensa de la tesis?  
Quién se encarga de determinar cuántos pueden presentar la tesis?  
Qué autoridad establece el límite de integrantes para la presentación de la tesis?","Quien establece el número máximo de integrantes para la presentación de la tesis?  
Quién determina la cantidad límite de personas para la defensa de la tesis?  
Quién fija el tope de miembros en la presentación de la tesis?
Quién estipula cuántos alumnos pueden presentar juntos una tesis?
Qué autoridad establece el límite de integrantes para la presentación de la tesis?","Quien establece el número máximo de integrantes para la presentación de la tesis?  
Quién determina la cantidad límite de personas para la defensa de la tesis?
Quién estipula cuántos alumnos pueden presentar juntos una tesis?"
237,Cuales son los tipos principales de tesis?,"Cuales son los tipos principales de tesis?  
¿Cuáles son las categorías principales de tesis?  
¿Qué clases de tesis se reconocen?  
¿Cuáles son los tipos fundamentales de tesis?  
¿Qué tipos de trabajos de tesis existen?  
¿Cuáles son los tipos de proyectos finales?  
¿Qué tipos de tesis hay?  
¿Qué tipos de tesis existen?  
¿Cuáles son las modalidades de tesis disponibles?  
¿Qué variedades de tesis hay?","Cuales son los tipos principales de tesis?  
¿Cuáles son las categorías principales de tesis?  
¿Cuáles son los tipos fundamentales de tesis?
¿Qué tipos de tesis hay?  
¿Qué tipos de tesis existen?","Cuales son los tipos principales de tesis?  
¿Cuáles son las categorías principales de tesis?
¿Qué tipos de tesis existen?"
238,Que tiene por finalidad la tesis?,"Que tiene por finalidad la tesis?  
¿Cuál es el propósito de la tesis?  
¿Qué busca lograr la tesis?  
¿Cuál es el objetivo de la tesis?  
¿Qué se pretende con la realización de la tesis?  
¿Qué finalidad persigue la tesis?  
¿Qué tiene como meta la tesis?  
¿Qué se busca con la tesis?  
¿Para qué se hace la tesis?  
¿Cuál es la finalidad de hacer la tesis?","Que tiene por finalidad la tesis?  
¿Cuál es el propósito de la tesis?
¿Cuál es el objetivo de la tesis?
¿Para qué se hace la tesis?  
¿Cuál es la finalidad de hacer la tesis?","Que tiene por finalidad la tesis?
¿Cuál es el objetivo de la tesis?
¿Para qué se hace la tesis?"
239,Con quien se acuerda el plazo de entrega del trabajo final?,"Con quien se acuerda el plazo de entrega del trabajo final?  
¿Con quién se coordina la fecha límite para la entrega del proyecto final?  
¿Con quién se establece la fecha de entrega del informe final?  
¿A quién se le consulta sobre el plazo de entrega del trabajo final?  
¿Quién fija el plazo de entrega del trabajo final?  
¿Con quién se acuerda la fecha para entregar el trabajo final?  
¿Con quién se habla para fijar la fecha de entrega del trabajo final?  
¿Con quién se cierra el plazo para entregar el trabajo final?  
¿Quién decide el plazo de entrega del trabajo final?  
¿Con quién se arregla la fecha de entrega del trabajo final?","Con quien se acuerda el plazo de entrega del trabajo final?  
¿Con quién se coordina la fecha límite para la entrega del proyecto final?
¿A quién se le consulta sobre el plazo de entrega del trabajo final?  
¿Quién fija el plazo de entrega del trabajo final? 
¿Quién decide el plazo de entrega del trabajo final?","Con quien se acuerda el plazo de entrega del trabajo final?  
¿Con quién se coordina la fecha límite para la entrega del proyecto final?
¿Quién decide el plazo de entrega del trabajo final?"
240,Quien resuelve la incorporación de adscriptos a una cátedra o proyecto?,"Quien resuelve la incorporación de adscriptos a una cátedra o proyecto?  
¿Quién se encarga de la admisión de colaboradores en una asignatura o proyecto?  
¿A quién le corresponde decidir la inclusión de asistentes en una cátedra o proyecto?  
¿Quién determina la aceptación de ayudantes en una materia o proyecto?  
¿Quién es responsable de aprobar la entrada de adscriptos a un curso o proyecto?  
¿Quién define la incorporación de auxiliares en una cátedra o proyecto?  
¿Quién maneja la entrada de asistentes en una materia o proyecto?  
¿Quién aprueba la incorporación de colaboradores en un proyecto o cátedra?  
¿Quién permite que alguien sea adscripto en una cátedra o proyecto?  
¿Quién decide si alguien puede ser adscripto en una materia o proyecto?","Quien resuelve la incorporación de adscriptos a una cátedra o proyecto?
¿Quién determina la aceptación de ayudantes en una materia o proyecto?
¿Quién aprueba la incorporación de colaboradores en un proyecto o cátedra?  
¿Quién permite que alguien sea adscripto en una cátedra o proyecto?  
¿Quién decide si alguien puede ser adscripto en una materia o proyecto?","Quien resuelve la incorporación de adscriptos a una cátedra o proyecto?
¿Quién determina la aceptación de ayudantes en una materia o proyecto?
¿Quién decide si alguien puede ser adscripto en una materia o proyecto?"
241,Qué constituye la condición de adscripto?,"Qué constituye la condición de adscripto?
¿Qué define la condición de adscripto?
¿Cuáles son las características que determinan la condición de adscripto?
¿De qué depende la condición de adscripto?
¿Qué implica ser adscripto?
¿Qué condiciones son necesarias para ser adscripto?
¿Qué es lo que hace que alguien sea considerado adscripto?
¿Cuáles son los requisitos para adquirir la condición de adscripto?
¿Qué condiciones se deben cumplir para ser adscripto?
¿Cómo se establece la condición de adscripto?
¿Qué se necesita para ser reconocido como adscripto?","Qué constituye la condición de adscripto?
¿Qué define la condición de adscripto?
¿Cuáles son las características que determinan la condición de adscripto?
¿De qué depende la condición de adscripto?
¿Qué implica ser adscripto?","Qué constituye la condición de adscripto?
¿Qué define la condición de adscripto?
¿Cuáles son las características que determinan la condición de adscripto?"
242,Que puede hacer el consejo directivo?,"Que puede hacer el consejo directivo?
¿Qué funciones tiene el consejo directivo?
¿Cuáles son las responsabilidades del consejo directivo?
¿Qué atribuciones le corresponden al consejo directivo?
¿Hasta dónde llega la autoridad del consejo directivo?
¿De qué se encarga el consejo directivo?
¿Qué acciones están dentro del ámbito del consejo directivo?
¿Qué competencias tiene el consejo directivo?
¿Qué potestades ejerce el consejo directivo?
¿Qué facultades posee el consejo directivo?
¿Qué decisiones puede tomar el consejo directivo?","Que puede hacer el consejo directivo?
¿Qué funciones tiene el consejo directivo?
¿Cuáles son las responsabilidades del consejo directivo?
¿Qué atribuciones le corresponden al consejo directivo?
¿Hasta dónde llega la autoridad del consejo directivo?","Que puede hacer el consejo directivo?
¿Qué funciones tiene el consejo directivo?
¿Cuáles son las responsabilidades del consejo directivo?"
243,"Que tienen a cargo el rector, decano y los directores?","Que tienen a cargo el rector, decano y los directores?
¿Qué responsabilidades tienen el rector, el decano y los directores?
¿Cuáles son las funciones del rector, el decano y los directores?
¿Qué obligaciones recaen sobre el rector, el decano y los directores?
¿De qué se encargan el rector, el decano y los directores?
¿Qué roles desempeñan el rector, el decano y los directores?
¿Qué tareas están bajo la responsabilidad del rector, el decano y los directores?
¿En qué aspectos están involucrados el rector, el decano y los directores?
¿Qué actividades supervisan el rector, el decano y los directores?
¿Qué gestiones realizan el rector, el decano y los directores?
¿Qué atribuciones tienen el rector, el decano y los directores?","Que tienen a cargo el rector, decano y los directores?
¿Qué responsabilidades tienen el rector, el decano y los directores?
¿Cuáles son las funciones del rector, el decano y los directores?
¿Qué obligaciones recaen sobre el rector, el decano y los directores?
¿De qué se encargan el rector, el decano y los directores?","Que tienen a cargo el rector, decano y los directores?
¿Qué responsabilidades tienen el rector, el decano y los directores?
¿Cuáles son las funciones del rector, el decano y los directores?"
244,Que se entiende por bienes de la universidad?,"Que se entiende por bienes de la universidad?
¿Qué se considera como bienes de la universidad?
¿Cuál es la definición de bienes de la universidad?
¿Qué elementos componen los bienes de la universidad?
¿Qué incluye el concepto de bienes de la universidad?
¿Cómo se clasifican los bienes de la universidad?
¿Qué comprende la categoría de bienes de la universidad?
¿Qué engloba la noción de bienes de la universidad?
¿Qué tipo de propiedades se consideran bienes de la universidad?
¿Qué se menciona como bienes de la universidad?
¿Qué se abarca dentro de los bienes de la universidad?","Que se entiende por bienes de la universidad?
¿Qué se considera como bienes de la universidad?
¿Cuál es la definición de bienes de la universidad?
¿Qué elementos componen los bienes de la universidad?
¿Qué incluye el concepto de bienes de la universidad?","Que se entiende por bienes de la universidad?
¿Qué se considera como bienes de la universidad?
¿Cuál es la definición de bienes de la universidad?"
